User.UserAttributes.business_name,Attributes.website_link,User.UserAttributes.category,Address,User.UserAttributes.telephone,Attributes.address_Line1,Location.Region,Location.City,Location.PostalCode,ChannelType
Foundation Mechanic Inc.,http://www.jilsfwd.com,Engineering Services / Product Development / Automation,custservice@jilsfwd.com,3103221920.0,421 E. El Segundo Blvd.,CA,El Segundo,90245.0,EMAIL
Foundation Mechanic Inc.,http://www.jilsfwd.com,Engineering Services / Product Development / Automation,gsanati@jilsfwd.com,3103221920.0,421 E. El Segundo Blvd.,CA,El Segundo,90245.0,EMAIL
Employee Savings Tickets,http://www.est.us.com,Entertainment,patty.dunne@obcpublishing.com,3103163115.0,"23545 Crenshaw Blvd., Suite 203",CA,Torrance,90505.0,EMAIL
Big Door Inc.,http://www.bigdoor.tv,"Entertainment, Video Production, Events",studio@bigdoor.tv,3105466100.0,114 Sheldon Street,CA,El Segundo,90245.0,EMAIL
Big Door Inc.,http://www.bigdoor.tv,"Entertainment, Video Production, Events",max@bigdoor.tv,3105466100.0,114 Sheldon Street,CA,El Segundo,90245.0,EMAIL
Big Door Inc.,http://www.bigdoor.tv,"Entertainment, Video Production, Events",agency@bigdoor.tv,3105466100.0,114 Sheldon Street,CA,El Segundo,90245.0,EMAIL
Big Door Inc.,http://www.bigdoor.tv,"Entertainment, Video Production, Events",corporatevideo@bigdoor.tv,3105466100.0,114 Sheldon Street,CA,El Segundo,90245.0,EMAIL
Big Door Inc.,http://www.bigdoor.tv,"Entertainment, Video Production, Events",js@bigdoor.tv,3105466100.0,114 Sheldon Street,CA,El Segundo,90245.0,EMAIL
"Old Town Music Hall, Inc.",http://www.oldtownmusichall.org,Entertainment: Motion Pictures & live musical concerts,avodahdesigns@gmail.com,3103222592.0,140 Richmond Street,CA,El Segundo,90245.0,EMAIL
"Old Town Music Hall, Inc.",http://www.oldtownmusichall.org,Entertainment: Motion Pictures & live musical concerts,james.moll@allentownproductions.com,3103222592.0,140 Richmond Street,CA,El Segundo,90245.0,EMAIL
Smoke and Mirrors,http://www.smokeandmirrors.us.com,Event Production,info@smokeandmirrors.us.com,4292890012.0,1750 E. Holly Avenue,CA,El Segundo,90245.0,EMAIL
Smoke and Mirrors,http://www.smokeandmirrors.us.com,Event Production,mlyons@smokeandmirrors.us.com,4292890012.0,1750 E. Holly Avenue,CA,El Segundo,90245.0,EMAIL
Brentwood Search,http://www.brentwoodsearch.com,Executive Recruiting,mbasichis@brentwoodsearch.com,3104262067.0,"400 Continental Blvd., 6th Floor, Suite 41",CA,El Segundo,90245.0,EMAIL
Semel Vision Care & Aesthetics,http://www.semelvision.com,Eye Surgery,clatemores@hotmail.com,3106411700.0,"390 N. Sepulveda Blvd., Suite 1100",CA,El Segundo,90245.0,EMAIL
"Strong Project, Inc. - Modern Office Furniture",http://www.strongproject.com,Furniture,favi@strongproject.com,3103215995.0,123 Richmond St.,CA,El Segundo,90245.0,EMAIL
"Strong Project, Inc. - Modern Office Furniture",http://www.strongproject.com,Furniture,cindy@strongproject.com,3103215995.0,123 Richmond St.,CA,El Segundo,90245.0,EMAIL
"Strong Project, Inc. - Modern Office Furniture",http://www.strongproject.com,Furniture,jeff@strongproject.com,3103215995.0,123 Richmond St.,CA,El Segundo,90245.0,EMAIL
